,,,Common Name,Molecular Formula,Molecular Weight (average),Monoisotopic Mass,CAS # (without dashes),Classification 1,Classification 2,"M7412AA = CF, 40-min Method RT","RI (M7412AA = CF, 40-min)","M7411AA = CP, 40-min Method RT","RI (M7411AA = CF, 40-min)","M7412AA = CF, 20-min Method RT","RI (M7412AA = CF, 20-min)","M7414AA = CF, 5x15 Method RT",User Field,Formal CAS #,Common Name,Method RT,ISTD,Precursor Ion,MS1 Resolution,Product Ion,MS2 Resolution,Dwell Time (ms),CE (V),Left RT Delta,Right RT Delta,RT Window,Response Scaled within the Database,Relative Intensity of Transitions,Quant (Q0) and Qual,Target Compounds,Chinese Name,China GB Method Group,Japanese Name,,Synonym(s),,,,,
5-719,5,719,Furametpyr,C17H20ClN3O2,334.0,333.1244,123572883,Fungicide,Amide,29.187,2544,29.562,2540,14.398,2560,14.398,,123572-88-3,Furametpyr,14.398,false,297.9,Wide,122.8,Wide,10,20,0.1,0.1,0.1,140,12%,Q5,#N/A,福拉比,,フラメトピル,,,,,,,
6-719,6,719,Furametpyr,C17H20ClN3O2,334.0,333.1244,123572883,Fungicide,Amide,29.187,2544,29.562,2540,14.398,2560,14.398,,123572-88-3,Furametpyr,14.398,false,290.9,Wide,130.8,Wide,10,10,0.1,0.1,0.1,120,11%,Q6,#N/A,福拉比,,フラメトピル,,,,,,,
7-719,7,719,Furametpyr,C17H20ClN3O2,334.0,333.1244,123572883,Fungicide,Amide,29.187,2544,29.562,2540,14.398,2560,14.398,,123572-88-3,Furametpyr,14.398,false,159.0,Wide,65.0,Wide,10,15,0.1,0.1,0.1,100,9%,Q7,#N/A,福拉比,,フラメトピル,,,,,,,
0-720,0,720,Furathiocarb,C18H26N2O5S,382.5,382.1562,65907304,Insecticide,Thiocarbamate,29.283,2551,29.662,2549,14.415,2562,14.409,,65907-30-4,Furathiocarb,14.415,false,163.1,Wide,107.1,Wide,10,15,0.1,0.1,0.1,1150,100%,Q0,#N/A,呋线威,,フラチオカルブ,,,,,,,
1-720,1,720,Furathiocarb,C18H26N2O5S,382.5,382.1562,65907304,Insecticide,Thiocarbamate,29.283,2551,29.662,2549,14.415,2562,14.409,,65907-30-4,Furathiocarb,14.415,false,163.1,Wide,135.1,Wide,10,5,0.1,0.1,0.1,1110,97%,Q1,#N/A,呋线威,,フラチオカルブ,,,,,,,
2-720,2,720,Furathiocarb,C18H26N2O5S,382.5,382.1562,65907304,Insecticide,Thiocarbamate,29.283,2551,29.662,2549,14.415,2562,14.409,,65907-30-4,Furathiocarb,14.415,false,135.1,Wide,107.1,Wide,10,5,0.1,0.1,0.1,530,46%,Q2,#N/A,呋线威,,フラチオカルブ,,,,,,,
3-720,3,720,Furathiocarb,C18H26N2O5S,382.5,382.1562,65907304,Insecticide,Thiocarbamate,29.283,2551,29.662,2549,14.415,2562,14.409,,65907-30-4,Furathiocarb,14.415,false,135.1,Wide,77.1,Wide,10,25,0.1,0.1,0.1,210,18%,Q3,#N/A,呋线威,,フラチオカルブ,,,,,,,
4-720,4,720,Furathiocarb,C18H26N2O5S,382.5,382.1562,65907304,Insecticide,Thiocarbamate,29.283,2551,29.662,2549,14.415,2562,14.409,,65907-30-4,Furathiocarb,14.415,false,325.0,Wide,194.0,Wide,10,5,0.1,0.1,0.1,120,10%,Q4,#N/A,呋线威,,フラチオカルブ,,,,,,,
5-720,5,720,Furathiocarb,C18H26N2O5S,382.5,382.1562,65907304,Insecticide,Thiocarbamate,29.283,2551,29.662,2549,14.415,2562,14.409,,65907-30-4,Furathiocarb,14.415,false,194.1,Wide,161.1,Wide,10,10,0.1,0.1,0.1,120,10%,Q5,#N/A,呋线威,,フラチオカルブ,,,,,,,
0-721,0,721,Furilazole,C11H13Cl2NO3,278.1,277.0272,121776338,Herbicide safener,n/a,15.115,1748,12.911,1744,7.855,1763,7.083,,121776-33-8,Furilazole,7.855,false,262.0,Wide,220.0,Wide,10,5,0.1,0.1,0.1,340,100%,Q0,#N/A,解草噁唑,,フリラゾール,,,,,,,
1-721,1,721,Furilazole,C11H13Cl2NO3,278.1,277.0272,121776338,Herbicide safener,n/a,15.115,1748,12.911,1744,7.855,1763,7.083,,121776-33-8,Furilazole,7.855,false,181.0,Wide,146.0,Wide,10,5,0.1,0.1,0.1,220,65%,Q1,#N/A,解草噁唑,,フリラゾール,,,,,,,
2-721,2,721,Furilazole,C11H13Cl2NO3,278.1,277.0272,121776338,Herbicide safener,n/a,15.115,1748,12.911,1744,7.855,1763,7.083,,121776-33-8,Furilazole,7.855,false,220.0,Wide,83.0,Wide,10,15,0.1,0.1,0.1,180,53%,Q2,#N/A,解草噁唑,,フリラゾール,,,,,,,
3-721,3,721,Furilazole,C11H13Cl2NO3,278.1,277.0272,121776338,Herbicide safener,n/a,15.115,1748,12.911,1744,7.855,1763,7.083,,121776-33-8,Furilazole,7.855,false,220.0,Wide,82.0,Wide,10,20,0.1,0.1,0.1,150,44%,Q3,#N/A,解草噁唑,,フリラゾール,,,,,,,
4-721,4,721,Furilazole,C11H13Cl2NO3,278.1,277.0272,121776338,Herbicide safener,n/a,15.115,1748,12.911,1744,7.855,1763,7.083,,121776-33-8,Furilazole,7.855,false,220.0,Wide,191.9,Wide,10,5,0.1,0.1,0.1,130,38%,Q4,#N/A,解草噁唑,,フリラゾール,,,,,,,
5-721,5,721,Furilazole,C11H13Cl2NO3,278.1,277.0272,121776338,Herbicide safener,n/a,15.115,1748,12.911,1744,7.855,1763,7.083,,121776-33-8,Furilazole,7.855,false,221.9,Wide,83.0,Wide,10,10,0.1,0.1,0.1,110,32%,Q5,#N/A,解草噁唑,,フリラゾール,,,,,,,
6-721,6,721,Furilazole,C11H13Cl2NO3,278.1,277.0272,121776338,Herbicide safener,n/a,15.115,1748,12.911,1744,7.855,1763,7.083,,121776-33-8,Furilazole,7.855,false,221.9,Wide,194.0,Wide,10,5,0.1,0.1,0.1,90,26%,Q6,#N/A,解草噁唑,,フリラゾール,,,,,,,
7-721,7,721,Furilazole,C11H13Cl2NO3,278.1,277.0272,121776338,Herbicide safener,n/a,15.115,1748,12.911,1744,7.855,1763,7.083,,121776-33-8,Furilazole,7.855,false,181.0,Wide,70.0,Wide,10,15,0.1,0.1,0.1,90,26%,Q7,#N/A,解草噁唑,,フリラゾール,,,,,,,
8-721,8,721,Furilazole,C11H13Cl2NO3,278.1,277.0272,121776338,Herbicide safener,n/a,15.115,1748,12.911,1744,7.855,1763,7.083,,121776-33-8,Furilazole,7.855,false,220.0,Wide,64.9,Wide,10,25,0.1,0.1,0.1,60,18%,Q8,#N/A,解草噁唑,,フリラゾール,,,,,,,
0-722,0,722,Furmecyclox,C14H21NO3,251.3,251.1521,60568050,Fungicide,Carboxamide,17.361,1861,15.637,1857,8.757,1873,8.096,,60568-05-0,Furmecyclox,8.757,false,123.0,Wide,53.1,Wide,10,15,0.1,0.1,0.1,1640,100%,Q0,#N/A,拌种胺,F,,,,,,,,
1-722,1,722,Furmecyclox,C14H21NO3,251.3,251.1521,60568050,Fungicide,Carboxamide,17.361,1861,15.637,1857,8.757,1873,8.096,,60568-05-0,Furmecyclox,8.757,false,123.0,Wide,81.0,Wide,10,10,0.1,0.1,0.1,1600,98%,Q1,#N/A,拌种胺,F,,,,,,,,
2-722,2,722,Furmecyclox,C14H21NO3,251.3,251.1521,60568050,Fungicide,Carboxamide,17.361,1861,15.637,1857,8.757,1873,8.096,,60568-05-0,Furmecyclox,8.757,false,139.0,Wide,94.0,Wide,10,10,0.1,0.1,0.1,170,10%,Q2,#N/A,拌种胺,F,,,,,,,,
3-722,3,722,Furmecyclox,C14H21NO3,251.3,251.1521,60568050,Fungicide,Carboxamide,17.361,1861,15.637,1857,8.757,1873,8.096,,60568-05-0,Furmecyclox,8.757,false,251.0,Wide,123.0,Wide,10,10,0.1,0.1,0.1,150,9%,Q3,#N/A,拌种胺,F,,,,,,,,
4-722,4,722,Furmecyclox,C14H21NO3,251.3,251.1521,60568050,Fungicide,Carboxamide,17.361,1861,15.637,1857,8.757,1873,8.096,,60568-05-0,Furmecyclox,8.757,false,221.0,Wide,139.0,Wide,10,5,0.1,0.1,0.1,100,6%,Q4,#N/A,拌种胺,F,,,,,,,,
5-722,5,722,Furmecyclox,C14H21NO3,251.3,251.1521,60568050,Fungicide,Carboxamide,17.361,1861,15.637,1857,8.757,1873,8.096,,60568-05-0,Furmecyclox,8.757,false,139.0,Wide,123.0,Wide,10,10,0.1,0.1,0.1,90,5%,Q5,#N/A,拌种胺,F,,,,,,,,
6-722,6,722,Furmecyclox,C14H21NO3,251.3,251.1521,60568050,Fungicide,Carboxamide,17.361,1861,15.637,1857,8.757,1873,8.096,,60568-05-0,Furmecyclox,8.757,false,221.0,Wide,178.0,Wide,10,5,0.1,0.1,0.1,40,2%,Q6,#N/A,拌种胺,F,,,,,,,,
0-723,0,723,Genite,C12H8Cl2O3S,302.0,301.9571,97165,Insecticide,Bridged Diphenyl,22.638,2144,22.983,2133,11.285,2172,10.939,,97-16-5,Genite,11.285,false,328.9,Wide,109.0,Wide,10,20,0.1,0.1,0.1,49125,100%,Q0,Target,格螨酯,,,,"Phenol, 2,4-dichloro-, benzenesulfonate",,,,,
1-723,1,723,Genite,C12H8Cl2O3S,302.0,301.9571,97165,Insecticide,Bridged Diphenyl,22.638,2144,22.983,2133,11.285,2172,10.939,,97-16-5,Genite,11.285,false,109.0,Wide,79.0,Wide,10,5,0.1,0.1,0.1,27853,57%,Q1,Target,格螨酯,,,,"Phenol, 2,4-dichloro-, benzenesulfonate",,,,,
2-723,2,723,Genite,C12H8Cl2O3S,302.0,301.9571,97165,Insecticide,Bridged Diphenyl,22.638,2144,22.983,2133,11.285,2172,10.939,,97-16-5,Genite,11.285,false,328.9,Wide,313.9,Wide,10,20,0.1,0.1,0.1,5042,10%,Q2,Target,格螨酯,,,,"Phenol, 2,4-dichloro-, benzenesulfonate",,,,,
3-723,3,723,Genite,C12H8Cl2O3S,302.0,301.9571,97165,Insecticide,Bridged Diphenyl,22.638,2144,22.983,2133,11.285,2172,10.939,,97-16-5,Genite,11.285,false,239.9,Wide,204.9,Wide,10,25,0.1,0.1,0.1,3726,8%,Q3,Target,格螨酯,,,,"Phenol, 2,4-dichloro-, benzenesulfonate",,,,,
4-723,4,723,Genite,C12H8Cl2O3S,302.0,301.9571,97165,Insecticide,Bridged Diphenyl,22.638,2144,22.983,2133,11.285,2172,10.939,,97-16-5,Genite,11.285,false,239.9,Wide,132.0,Wide,10,45,0.1,0.1,0.1,2623,5%,Q4,Target,格螨酯,,,,"Phenol, 2,4-dichloro-, benzenesulfonate",,,,,
5-723,5,723,Genite,C12H8Cl2O3S,302.0,301.9571,97165,Insecticide,Bridged Diphenyl,22.638,2144,22.983,2133,11.285,2172,10.939,,97-16-5,Genite,11.285,false,328.9,Wide,199.0,Wide,10,25,0.1,0.1,0.1,2205,4%,Q5,Target,格螨酯,,,,"Phenol, 2,4-dichloro-, benzenesulfonate",,,,,
6-723,6,723,Genite,C12H8Cl2O3S,302.0,301.9571,97165,Insecticide,Bridged Diphenyl,22.638,2144,22.983,2133,11.285,2172,10.939,,97-16-5,Genite,11.285,false,328.9,Wide,93.0,Wide,10,15,0.1,0.1,0.1,1797,4%,Q6,Target,格螨酯,,,,"Phenol, 2,4-dichloro-, benzenesulfonate",,,,,
7-723,7,723,Genite,C12H8Cl2O3S,302.0,301.9571,97165,Insecticide,Bridged Diphenyl,22.638,2144,22.983,2133,11.285,2172,10.939,,97-16-5,Genite,11.285,false,239.9,Wide,168.9,Wide,10,30,0.1,0.1,0.1,1562,3%,Q7,Target,格螨酯,,,,"Phenol, 2,4-dichloro-, benzenesulfonate",,,,,
8-723,8,723,Genite,C12H8Cl2O3S,302.0,301.9571,97165,Insecticide,Bridged Diphenyl,22.638,2144,22.983,2133,11.285,2172,10.939,,97-16-5,Genite,11.285,false,109.0,Wide,93.0,Wide,10,10,0.1,0.1,0.1,1463,3%,Q8,Target,格螨酯,,,,"Phenol, 2,4-dichloro-, benzenesulfonate",,,,,
9-723,9,723,Genite,C12H8Cl2O3S,302.0,301.9571,97165,Insecticide,Bridged Diphenyl,22.638,2144,22.983,2133,11.285,2172,10.939,,97-16-5,Genite,11.285,false,328.9,Wide,223.0,Wide,10,15,0.1,0.1,0.1,547,1%,Q9,Target,格螨酯,,,,"Phenol, 2,4-dichloro-, benzenesulfonate",,,,,
0-724,0,724,Halfenprox,C24H23BrF2O3,477.3,476.0799,111872583,Insecticide,Pyrethroid,33.440,2839,32.869,2840,16.545,2858,15.950,,111872-58-3,Halfenprox,16.545,false,262.9,Wide,169.0,Wide,10,20,0.1,0.1,0.1,750,100%,Q0,#N/A,苄螨醚,F,ハルフェンプロックス,,,,,,,
1-724,1,724,Halfenprox,C24H23BrF2O3,477.3,476.0799,111872583,Insecticide,Pyrethroid,33.440,2839,32.869,2840,16.545,2858,15.950,,111872-58-3,Halfenprox,16.545,false,265.0,Wide,117.1,Wide,10,10,0.1,0.1,0.1,600,80%,Q1,#N/A,苄螨醚,F,ハルフェンプロックス,,,,,,,
2-724,2,724,Halfenprox,C24H23BrF2O3,477.3,476.0799,111872583,Insecticide,Pyrethroid,33.440,2839,32.869,2840,16.545,2858,15.950,,111872-58-3,Halfenprox,16.545,false,265.0,Wide,115.1,Wide,10,20,0.1,0.1,0.1,600,80%,Q2,#N/A,苄螨醚,F,ハルフェンプロックス,,,,,,,
3-724,3,724,Halfenprox,C24H23BrF2O3,477.3,476.0799,111872583,Insecticide,Pyrethroid,33.440,2839,32.869,2840,16.545,2858,15.950,,111872-58-3,Halfenprox,16.545,false,262.9,Wide,115.0,Wide,10,20,0.1,0.1,0.1,590,79%,Q3,#N/A,苄螨醚,F,ハルフェンプロックス,,,,,,,
4-724,4,724,Halfenprox,C24H23BrF2O3,477.3,476.0799,111872583,Insecticide,Pyrethroid,33.440,2839,32.869,2840,16.545,2858,15.950,,111872-58-3,Halfenprox,16.545,false,262.9,Wide,117.0,Wide,10,10,0.1,0.1,0.1,570,76%,Q4,#N/A,苄螨醚,F,ハルフェンプロックス,,,,,,,
5-724,5,724,Halfenprox,C24H23BrF2O3,477.3,476.0799,111872583,Insecticide,Pyrethroid,33.440,2839,32.869,2840,16.545,2858,15.950,,111872-58-3,Halfenprox,16.545,false,265.0,Wide,171.0,Wide,10,20,0.1,0.1,0.1,350,47%,Q5,#N/A,苄螨醚,F,ハルフェンプロックス,,,,,,,
6-724,6,724,Halfenprox,C24H23BrF2O3,477.3,476.0799,111872583,Insecticide,Pyrethroid,33.440,2839,32.869,2840,16.545,2858,15.950,,111872-58-3,Halfenprox,16.545,false,183.1,Wide,153.1,Wide,10,15,0.1,0.1,0.1,250,33%,Q6,#N/A,苄螨醚,F,ハルフェンプロックス,,,,,,,
7-724,7,724,Halfenprox,C24H23BrF2O3,477.3,476.0799,111872583,Insecticide,Pyrethroid,33.440,2839,32.869,2840,16.545,2858,15.950,,111872-58-3,Halfenprox,16.545,false,183.1,Wide,168.1,Wide,10,10,0.1,0.1,0.1,250,33%,Q7,#N/A,苄螨醚,F,ハルフェンプロックス,,,,,,,
0-725,0,725,Haloxyfop-2-ethoxyethyl,C19H19ClF3NO5,433.8,433.0904,87237487,Herbicide,Aryloxyphenoxy propionic acid; Glycol Ether,27.399,,28.242,,13.371,,13.743,,87237-48-7,Haloxyfop-2-ethoxyethyl,13.371,false,302.2,Wide,76.9,Wide,10,40,0.1,0.1,0.1,7865,100%,Q0,#N/A,,,,,haloxyfop-etotyl,,,,,
1-725,1,725,Haloxyfop-2-ethoxyethyl,C19H19ClF3NO5,433.8,433.0904,87237487,Herbicide,Aryloxyphenoxy propionic acid; Glycol Ether,27.399,,28.242,,13.371,,13.743,,87237-48-7,Haloxyfop-2-ethoxyethyl,13.371,false,302.2,Wide,274.0,Wide,10,20,0.1,0.1,0.1,4056,52%,Q1,#N/A,,,,,haloxyfop-etotyl,,,,,
2-725,2,725,Haloxyfop-2-ethoxyethyl,C19H19ClF3NO5,433.8,433.0904,87237487,Herbicide,Aryloxyphenoxy propionic acid; Glycol Ether,27.399,,28.242,,13.371,,13.743,,87237-48-7,Haloxyfop-2-ethoxyethyl,13.371,false,433.2,Wide,302.0,Wide,10,10,0.1,0.1,0.1,2122,27%,Q2,#N/A,,,,,haloxyfop-etotyl,,,,,
3-725,3,725,Haloxyfop-2-ethoxyethyl,C19H19ClF3NO5,433.8,433.0904,87237487,Herbicide,Aryloxyphenoxy propionic acid; Glycol Ether,27.399,,28.242,,13.371,,13.743,,87237-48-7,Haloxyfop-2-ethoxyethyl,13.371,false,288.0,Wide,179.9,Wide,10,25,0.1,0.1,0.1,1954,25%,Q3,#N/A,,,,,haloxyfop-etotyl,,,,,
4-725,4,725,Haloxyfop-2-ethoxyethyl,C19H19ClF3NO5,433.8,433.0904,87237487,Herbicide,Aryloxyphenoxy propionic acid; Glycol Ether,27.399,,28.242,,13.371,,13.743,,87237-48-7,Haloxyfop-2-ethoxyethyl,13.371,false,288.0,Wide,62.9,Wide,10,40,0.1,0.1,0.1,1667,21%,Q4,#N/A,,,,,haloxyfop-etotyl,,,,,
5-725,5,725,Haloxyfop-2-ethoxyethyl,C19H19ClF3NO5,433.8,433.0904,87237487,Herbicide,Aryloxyphenoxy propionic acid; Glycol Ether,27.399,,28.242,,13.371,,13.743,,87237-48-7,Haloxyfop-2-ethoxyethyl,13.371,false,302.2,Wide,51.0,Wide,10,40,0.1,0.1,0.1,1656,21%,Q5,#N/A,,,,,haloxyfop-etotyl,,,,,
6-725,6,725,Haloxyfop-2-ethoxyethyl,C19H19ClF3NO5,433.8,433.0904,87237487,Herbicide,Aryloxyphenoxy propionic acid; Glycol Ether,27.399,,28.242,,13.371,,13.743,,87237-48-7,Haloxyfop-2-ethoxyethyl,13.371,false,179.9,Wide,159.9,Wide,10,10,0.1,0.1,0.1,1422,18%,Q6,#N/A,,,,,haloxyfop-etotyl,,,,,
7-725,7,725,Haloxyfop-2-ethoxyethyl,C19H19ClF3NO5,433.8,433.0904,87237487,Herbicide,Aryloxyphenoxy propionic acid; Glycol Ether,27.399,,28.242,,13.371,,13.743,,87237-48-7,Haloxyfop-2-ethoxyethyl,13.371,false,119.0,Wide,91.0,Wide,10,5,0.1,0.1,0.1,1219,16%,Q7,#N/A,,,,,haloxyfop-etotyl,,,,,
8-725,8,725,Haloxyfop-2-ethoxyethyl,C19H19ClF3NO5,433.8,433.0904,87237487,Herbicide,Aryloxyphenoxy propionic acid; Glycol Ether,27.399,,28.242,,13.371,,13.743,,87237-48-7,Haloxyfop-2-ethoxyethyl,13.371,false,159.9,Wide,74.9,Wide,10,40,0.1,0.1,0.1,406,5%,Q8,#N/A,,,,,haloxyfop-etotyl,,,,,
9-725,9,725,Haloxyfop-2-ethoxyethyl,C19H19ClF3NO5,433.8,433.0904,87237487,Herbicide,Aryloxyphenoxy propionic acid; Glycol Ether,27.399,,28.242,,13.371,,13.743,,87237-48-7,Haloxyfop-2-ethoxyethyl,13.371,false,226.0,Wide,206.0,Wide,10,10,0.1,0.1,0.1,399,5%,Q9,#N/A,,,,,haloxyfop-etotyl,,,,,
0-726,0,726,Haloxyfop-methyl,C16H13ClF3NO4,375.0,375.0485,69806402,Herbicide,Aryloxyphenoxy propionic acid,22.350,2128,22.888,2129,10.929,2130,10.817,,69806-40-2,Haloxyfop-methyl,10.929,false,375.1,Wide,316.0,Wide,10,10,0.1,0.1,0.1,4026,100%,Q0,#N/A,氟吡甲禾灵,,,,,,,,,
1-726,1,726,Haloxyfop-methyl,C16H13ClF3NO4,375.0,375.0485,69806402,Herbicide,Aryloxyphenoxy propionic acid,22.350,2128,22.888,2129,10.929,2130,10.817,,69806-40-2,Haloxyfop-methyl,10.929,false,288.0,Wide,180.0,Wide,10,25,0.1,0.1,0.1,1810,45%,Q1,#N/A,氟吡甲禾灵,,,,,,,,,
2-726,2,726,Haloxyfop-methyl,C16H13ClF3NO4,375.0,375.0485,69806402,Herbicide,Aryloxyphenoxy propionic acid,22.350,2128,22.888,2129,10.929,2130,10.817,,69806-40-2,Haloxyfop-methyl,10.929,false,375.1,Wide,91.1,Wide,10,30,0.1,0.1,0.1,1484,37%,Q2,#N/A,氟吡甲禾灵,,,,,,,,,
3-726,3,726,Haloxyfop-methyl,C16H13ClF3NO4,375.0,375.0485,69806402,Herbicide,Aryloxyphenoxy propionic acid,22.350,2128,22.888,2129,10.929,2130,10.817,,69806-40-2,Haloxyfop-methyl,10.929,false,180.0,Wide,160.0,Wide,10,10,0.1,0.1,0.1,1286,32%,Q3,#N/A,氟吡甲禾灵,,,,,,,,,
4-726,4,726,Haloxyfop-methyl,C16H13ClF3NO4,375.0,375.0485,69806402,Herbicide,Aryloxyphenoxy propionic acid,22.350,2128,22.888,2129,10.929,2130,10.817,,69806-40-2,Haloxyfop-methyl,10.929,false,288.0,Wide,63.0,Wide,10,35,0.1,0.1,0.1,1257,31%,Q4,#N/A,氟吡甲禾灵,,,,,,,,,
5-726,5,726,Haloxyfop-methyl,C16H13ClF3NO4,375.0,375.0485,69806402,Herbicide,Aryloxyphenoxy propionic acid,22.350,2128,22.888,2129,10.929,2130,10.817,,69806-40-2,Haloxyfop-methyl,10.929,false,375.1,Wide,289.0,Wide,10,10,0.1,0.1,0.1,1139,28%,Q5,#N/A,氟吡甲禾灵,,,,,,,,,
6-726,6,726,Haloxyfop-methyl,C16H13ClF3NO4,375.0,375.0485,69806402,Herbicide,Aryloxyphenoxy propionic acid,22.350,2128,22.888,2129,10.929,2130,10.817,,69806-40-2,Haloxyfop-methyl,10.929,false,288.0,Wide,260.0,Wide,10,10,0.1,0.1,0.1,1018,25%,Q6,#N/A,氟吡甲禾灵,,,,,,,,,
7-726,7,726,Haloxyfop-methyl,C16H13ClF3NO4,375.0,375.0485,69806402,Herbicide,Aryloxyphenoxy propionic acid,22.350,2128,22.888,2129,10.929,2130,10.817,,69806-40-2,Haloxyfop-methyl,10.929,false,288.0,Wide,91.1,Wide,10,20,0.1,0.1,0.1,514,13%,Q7,#N/A,氟吡甲禾灵,,,,,,,,,
8-726,8,726,Haloxyfop-methyl,C16H13ClF3NO4,375.0,375.0485,69806402,Herbicide,Aryloxyphenoxy propionic acid,22.350,2128,22.888,2129,10.929,2130,10.817,,69806-40-2,Haloxyfop-methyl,10.929,false,288.0,Wide,232.0,Wide,10,25,0.1,0.1,0.1,511,13%,Q8,#N/A,氟吡甲禾灵,,,,,,,,,
9-726,9,726,Haloxyfop-methyl,C16H13ClF3NO4,375.0,375.0485,69806402,Herbicide,Aryloxyphenoxy propionic acid,22.350,2128,22.888,2129,10.929,2130,10.817,,69806-40-2,Haloxyfop-methyl,10.929,false,180.0,Wide,109.0,Wide,10,25,0.1,0.1,0.1,424,11%,Q9,#N/A,氟吡甲禾灵,,,,,,,,,
0-727,0,727,haloxyfop-r-methyl,C16H13ClF3NO4,376.0,375.7269,72619320,Herbicide,Aryloxyphenoxy propionic acid,22.340,2127,22.877,2128,10.931,2130,10.825,,72619-32-0,Haloxyfop-r-methyl,10.931,false,375.1,Wide,316.0,Wide,10,10,0.1,0.1,0.1,5773,100%,Q0,Target,高效氟吡甲禾灵,,,,,,,,,
1-727,1,727,haloxyfop-r-methyl,C16H13ClF3NO4,376.0,375.7269,72619320,Herbicide,Aryloxyphenoxy propionic acid,22.340,2127,22.877,2128,10.931,2130,10.825,,72619-32-0,Haloxyfop-r-methyl,10.931,false,288.0,Wide,180.0,Wide,10,25,0.1,0.1,0.1,2761,48%,Q1,Target,高效氟吡甲禾灵,,,,,,,,,
2-727,2,727,haloxyfop-r-methyl,C16H13ClF3NO4,376.0,375.7269,72619320,Herbicide,Aryloxyphenoxy propionic acid,22.340,2127,22.877,2128,10.931,2130,10.825,,72619-32-0,Haloxyfop-r-methyl,10.931,false,375.1,Wide,91.1,Wide,10,35,0.1,0.1,0.1,2309,40%,Q2,Target,高效氟吡甲禾灵,,,,,,,,,
3-727,3,727,haloxyfop-r-methyl,C16H13ClF3NO4,376.0,375.7269,72619320,Herbicide,Aryloxyphenoxy propionic acid,22.340,2127,22.877,2128,10.931,2130,10.825,,72619-32-0,Haloxyfop-r-methyl,10.931,false,288.0,Wide,63.0,Wide,10,35,0.1,0.1,0.1,1995,35%,Q3,Target,高效氟吡甲禾灵,,,,,,,,,
4-727,4,727,haloxyfop-r-methyl,C16H13ClF3NO4,376.0,375.7269,72619320,Herbicide,Aryloxyphenoxy propionic acid,22.340,2127,22.877,2128,10.931,2130,10.825,,72619-32-0,Haloxyfop-r-methyl,10.931,false,180.0,Wide,160.0,Wide,10,15,0.1,0.1,0.1,1858,32%,Q4,Target,高效氟吡甲禾灵,,,,,,,,,
5-727,5,727,haloxyfop-r-methyl,C16H13ClF3NO4,376.0,375.7269,72619320,Herbicide,Aryloxyphenoxy propionic acid,22.340,2127,22.877,2128,10.931,2130,10.825,,72619-32-0,Haloxyfop-r-methyl,10.931,false,375.1,Wide,289.0,Wide,10,10,0.1,0.1,0.1,1644,28%,Q5,Target,高效氟吡甲禾灵,,,,,,,,,
6-727,6,727,haloxyfop-r-methyl,C16H13ClF3NO4,376.0,375.7269,72619320,Herbicide,Aryloxyphenoxy propionic acid,22.340,2127,22.877,2128,10.931,2130,10.825,,72619-32-0,Haloxyfop-r-methyl,10.931,false,288.0,Wide,260.0,Wide,10,15,0.1,0.1,0.1,1583,27%,Q6,Target,高效氟吡甲禾灵,,,,,,,,,
7-727,7,727,haloxyfop-r-methyl,C16H13ClF3NO4,376.0,375.7269,72619320,Herbicide,Aryloxyphenoxy propionic acid,22.340,2127,22.877,2128,10.931,2130,10.825,,72619-32-0,Haloxyfop-r-methyl,10.931,false,288.0,Wide,232.0,Wide,10,25,0.1,0.1,0.1,769,13%,Q7,Target,高效氟吡甲禾灵,,,,,,,,,
8-727,8,727,haloxyfop-r-methyl,C16H13ClF3NO4,376.0,375.7269,72619320,Herbicide,Aryloxyphenoxy propionic acid,22.340,2127,22.877,2128,10.931,2130,10.825,,72619-32-0,Haloxyfop-r-methyl,10.931,false,288.0,Wide,91.1,Wide,10,15,0.1,0.1,0.1,753,13%,Q8,Target,高效氟吡甲禾灵,,,,,,,,,
9-727,9,727,haloxyfop-r-methyl,C16H13ClF3NO4,376.0,375.7269,72619320,Herbicide,Aryloxyphenoxy propionic acid,22.340,2127,22.877,2128,10.931,2130,10.825,,72619-32-0,Haloxyfop-r-methyl,10.931,false,180.0,Wide,109.0,Wide,10,25,0.1,0.1,0.1,640,11%,Q9,Target,高效氟吡甲禾灵,,,,,,,,,
0-728,0,728,Heptachlor,C10H5Cl7,373.3,369.8211,76448,Insecticide,Organochlorine,18.299,1909,16.774,1901,9.339,1942,8.658,,76-44-8,Heptachlor,9.339,false,271.7,Wide,236.9,Wide,10,15,0.1,0.1,0.1,1020,100%,Q0,Target,七氯,C,ヘプタクロル,,,,,,,
1-728,1,728,Heptachlor,C10H5Cl7,373.3,369.8211,76448,Insecticide,Organochlorine,18.299,1909,16.774,1901,9.339,1942,8.658,,76-44-8,Heptachlor,9.339,false,273.7,Wide,238.9,Wide,10,15,0.1,0.1,0.1,650,64%,Q1,Target,七氯,C,ヘプタクロル,,,,,,,
2-728,2,728,Heptachlor,C10H5Cl7,373.3,369.8211,76448,Insecticide,Organochlorine,18.299,1909,16.774,1901,9.339,1942,8.658,,76-44-8,Heptachlor,9.339,false,273.7,Wide,236.9,Wide,10,15,0.1,0.1,0.1,520,51%,Q2,Target,七氯,C,ヘプタクロル,,,,,,,
